桌号,房间,年月,局数,短制式局数,长制式局数,逾制局数,制式纯度,最末下注秒P50,最末下注秒P95,最末下注秒最大
113,11,2026-03,410,0,410,0,1.0000000,25.0,25.0,25
6,6,2026-06,409,409,0,0,1.0000000,13.0,13.0,13
113,11,2026-08,409,0,409,0,1.0000000,25.0,25.0,25
8,6,2026-06,406,406,0,0,1.0000000,13.0,13.0,13
112,11,2026-08,406,0,406,0,1.0000000,25.0,25.0,25
112,10,2026-08,405,0,405,0,1.0000000,25.0,25.0,25
8,6,2026-07,398,398,0,0,1.0000000,13.0,13.0,13
7,6,2026-04,398,398,0,0,1.0000000,13.0,13.0,13
8,6,2026-04,395,395,0,0,1.0000000,13.0,13.0,13
8,10,2026-03,393,393,0,0,1.0000000,13.0,13.0,13
2,11,2026-03,391,391,0,0,1.0000000,13.0,13.0,13
3,6,2026-06,391,391,0,0,1.0000000,13.0,13.0,13
5,6,2026-06,390,390,0,0,1.0000000,13.0,13.0,13
116,10,2026-03,377,0,377,0,1.0000000,25.0,25.0,25
1,6,2026-06,376,376,0,0,1.0000000,13.0,13.0,13
32,10,2026-08,375,0,375,0,1.0000000,24.0,25.0,25
112,10,2026-03,368,0,368,0,1.0000000,25.0,25.0,25
35,6,2026-07,361,0,361,0,1.0000000,24.0,25.0,25
116,7,2026-06,361,0,361,0,1.0000000,25.0,25.0,25
113,7,2026-04,360,0,360,0,1.0000000,25.0,25.0,25
112,7,2026-06,355,0,355,0,1.0000000,25.0,25.0,25
113,10,2026-03,354,0,354,0,1.0000000,25.0,25.0,25
31,7,2026-07,354,0,354,0,1.0000000,24.0,25.0,25
113,6,2026-07,354,0,354,0,1.0000000,25.0,25.0,25
115,7,2026-04,353,0,353,0,1.0000000,25.0,25.0,25
115,10,2026-03,350,0,350,0,1.0000000,25.0,25.0,25
113,7,2026-05,349,0,349,0,1.0000000,25.0,25.0,25
115,7,2026-05,349,0,349,0,1.0000000,25.0,25.0,25
116,7,2026-04,346,0,346,0,1.0000000,25.0,25.0,25
112,11,2026-03,346,0,346,0,1.0000000,25.0,25.0,25
116,6,2026-05,342,0,342,0,1.0000000,25.0,25.0,25
33,6,2026-05,340,0,340,0,1.0000000,24.0,25.0,25
112,7,2026-07,338,0,338,0,1.0000000,25.0,25.0,25
32,6,2026-07,336,0,336,0,1.0000000,24.0,25.0,25
116,6,2026-06,334,0,334,0,1.0000000,25.0,25.0,25
31,10,2026-03,333,0,333,0,1.0000000,24.0,25.0,25
116,11,2026-03,333,0,333,0,1.0000000,25.0,25.0,25
113,6,2026-05,331,0,331,0,1.0000000,25.0,25.0,25
112,6,2026-06,329,0,329,0,1.0000000,25.0,25.0,25
115,6,2026-07,327,0,327,0,1.0000000,25.0,25.0,25
35,6,2026-05,325,0,325,0,1.0000000,24.0,25.0,25
116,7,2026-05,325,0,325,0,1.0000000,25.0,25.0,25
33,7,2026-07,325,0,325,0,1.0000000,24.0,25.0,25
36,7,2026-05,323,0,323,0,1.0000000,24.0,25.0,25
112,6,2026-07,323,0,323,0,1.0000000,25.0,25.0,25
113,6,2026-04,322,0,322,0,1.0000000,25.0,25.0,25
112,7,2026-04,321,0,321,0,1.0000000,25.0,25.0,25
33,7,2026-05,321,0,321,0,1.0000000,24.0,25.0,25
31,6,2026-05,320,0,320,0,1.0000000,24.0,25.0,25
116,6,2026-07,320,0,320,0,1.0000000,25.0,25.0,25
115,6,2026-05,319,0,319,0,1.0000000,25.0,25.0,25
36,6,2026-06,318,0,318,0,1.0000000,24.0,25.0,25
116,6,2026-04,318,0,318,0,1.0000000,25.0,25.0,25
113,7,2026-06,316,0,316,0,1.0000000,25.0,25.0,25
115,6,2026-06,310,0,310,0,1.0000000,25.0,25.0,25
31,7,2026-06,309,0,309,0,1.0000000,24.0,25.0,25
115,6,2026-04,308,0,308,0,1.0000000,25.0,25.0,25
32,6,2026-05,308,0,308,0,1.0000000,24.0,25.0,25
32,7,2026-04,305,0,305,0,1.0000000,24.0,25.0,25
36,6,2026-05,302,0,302,0,1.0000000,24.0,25.0,25
113,6,2026-06,300,0,300,0,1.0000000,25.0,25.0,25
33,7,2026-06,299,0,299,0,1.0000000,24.0,25.0,25
115,7,2026-06,297,0,297,0,1.0000000,25.0,25.0,25
112,6,2026-04,296,0,296,0,1.0000000,25.0,25.0,25
112,6,2026-05,291,0,291,0,1.0000000,25.0,25.0,25
901,7,2026-07,290,0,290,0,1.0000000,24.0,25.0,25
35,10,2026-03,276,0,276,0,1.0000000,24.0,25.0,25
37,10,2026-08,275,0,275,0,1.0000000,24.0,25.0,25
8,8,2026-05,254,254,0,0,1.0000000,13.0,13.0,13
902,7,2026-06,247,0,247,0,1.0000000,24.0,25.0,25
8,8,2026-07,246,246,0,0,1.0000000,13.0,13.0,13
901,10,2026-03,240,0,240,0,1.0000000,24.0,25.0,25
1,8,2026-07,238,238,0,0,1.0000000,13.0,13.0,13
7,8,2026-05,235,235,0,0,1.0000000,13.0,13.0,13
5,5,2026-04,234,234,0,0,1.0000000,13.0,13.0,13
2,5,2026-05,234,234,0,0,1.0000000,13.0,13.0,13
1,5,2026-07,233,233,0,0,1.0000000,13.0,13.0,13
7,5,2026-07,232,232,0,0,1.0000000,13.0,13.0,13
2,8,2026-07,231,231,0,0,1.0000000,13.0,13.0,13
7,8,2026-07,231,231,0,0,1.0000000,13.0,13.0,13
8,5,2026-07,230,230,0,0,1.0000000,13.0,13.0,13
8,5,2026-06,228,228,0,0,1.0000000,13.0,13.0,13
6,8,2026-07,226,226,0,0,1.0000000,13.0,13.0,13
3,8,2026-07,224,224,0,0,1.0000000,13.0,13.0,13
5,5,2026-06,221,221,0,0,1.0000000,13.0,13.0,13
3,8,2026-06,221,221,0,0,1.0000000,13.0,13.0,13
2,8,2026-06,220,220,0,0,1.0000000,13.0,13.0,13
7,5,2026-05,219,219,0,0,1.0000000,13.0,13.0,13
7,8,2026-06,218,218,0,0,1.0000000,13.0,13.0,13
5,5,2026-07,217,217,0,0,1.0000000,13.0,13.0,13
3,5,2026-07,216,216,0,0,1.0000000,13.0,13.0,13
3,5,2026-06,216,216,0,0,1.0000000,13.0,13.0,13
37,7,2026-04,216,0,216,0,1.0000000,24.0,25.0,25
5,8,2026-06,216,216,0,0,1.0000000,13.0,13.0,13
6,5,2026-06,215,215,0,0,1.0000000,13.0,13.0,13
1,8,2026-06,214,214,0,0,1.0000000,13.0,13.0,13
5,5,2026-05,213,213,0,0,1.0000000,13.0,13.0,13
7,8,2026-04,213,213,0,0,1.0000000,13.0,13.0,13
1,5,2026-04,212,212,0,0,1.0000000,13.0,13.0,13
6,8,2026-05,209,209,0,0,1.0000000,13.0,13.0,13
1,5,2026-05,209,209,0,0,1.0000000,13.0,13.0,13
37,6,2026-05,208,0,208,0,1.0000000,24.0,25.0,25
116,5,2026-05,207,0,207,0,1.0000000,25.0,25.0,25
8,8,2026-04,207,207,0,0,1.0000000,13.0,13.0,13
6,5,2026-05,207,207,0,0,1.0000000,13.0,13.0,13
2,5,2026-07,206,206,0,0,1.0000000,13.0,13.0,13
2,7,2026-08,205,205,0,0,1.0000000,13.0,13.0,13
8,8,2026-06,203,203,0,0,1.0000000,13.0,13.0,13
37,7,2026-07,202,0,202,0,1.0000000,25.0,25.0,25
37,7,2026-05,201,0,201,0,1.0000000,24.0,25.0,25
7,5,2026-04,201,201,0,0,1.0000000,13.0,13.0,13
2,5,2026-06,199,199,0,0,1.0000000,13.0,13.0,13
5,8,2026-05,199,199,0,0,1.0000000,13.0,13.0,13
2,5,2026-04,197,197,0,0,1.0000000,13.0,13.0,13
6,5,2026-07,195,195,0,0,1.0000000,13.0,13.0,13
37,6,2026-04,194,0,194,0,1.0000000,25.0,25.0,25
37,6,2026-07,194,0,194,0,1.0000000,24.0,25.0,25
5,7,2026-08,194,194,0,0,1.0000000,13.0,13.0,13
6,8,2026-06,192,192,0,0,1.0000000,13.0,13.0,13
37,11,2026-03,192,0,192,0,1.0000000,25.0,25.0,25
5,8,2026-04,191,191,0,0,1.0000000,13.0,13.0,13
8,5,2026-04,190,190,0,0,1.0000000,13.0,13.0,13
3,5,2026-04,190,190,0,0,1.0000000,13.0,13.0,13
6,8,2026-04,190,190,0,0,1.0000000,13.0,13.0,13
33,5,2026-07,189,0,189,0,1.0000000,24.0,25.0,25
113,5,2026-04,189,0,189,0,1.0000000,25.0,25.0,25
3,8,2026-05,188,188,0,0,1.0000000,13.0,13.0,13
2,8,2026-04,188,188,0,0,1.0000000,13.0,13.0,13
7,5,2026-06,187,187,0,0,1.0000000,13.0,13.0,13
5,6,2026-08,186,186,0,0,1.0000000,13.0,13.0,13
6,5,2026-04,183,183,0,0,1.0000000,13.0,13.0,13
3,7,2026-08,180,180,0,0,1.0000000,13.0,13.0,13
1,6,2026-08,180,180,0,0,1.0000000,13.0,13.0,13
6,6,2026-08,179,179,0,0,1.0000000,13.0,13.0,13
113,5,2026-05,179,0,179,0,1.0000000,25.0,25.0,25
115,8,2026-07,175,0,175,0,1.0000000,25.0,25.0,25
31,8,2026-07,175,0,175,0,1.0000000,24.0,25.0,25
112,8,2026-05,174,0,174,0,1.0000000,25.0,25.0,25
31,5,2026-04,174,0,174,0,1.0000000,24.5,25.0,25
8,7,2026-08,174,174,0,0,1.0000000,13.0,13.0,13
115,5,2026-06,173,0,173,0,1.0000000,25.0,25.0,25
35,5,2026-06,172,0,172,0,1.0000000,24.0,25.0,25
6,7,2026-08,171,171,0,0,1.0000000,13.0,13.0,13
7,7,2026-08,171,171,0,0,1.0000000,13.0,13.0,13
112,8,2026-06,170,0,170,0,1.0000000,25.0,25.0,25
8,7,2026-03,170,170,0,0,1.0000000,13.0,13.0,13
32,5,2026-06,169,0,169,0,1.0000000,24.0,25.0,25
116,5,2026-06,169,0,169,0,1.0000000,25.0,25.0,25
32,8,2026-07,169,0,169,0,1.0000000,24.0,25.0,25
2,6,2026-08,169,169,0,0,1.0000000,13.0,13.0,13
3,7,2026-03,168,168,0,0,1.0000000,13.0,13.0,13
35,8,2026-04,168,0,168,0,1.0000000,24.0,25.0,25
8,6,2026-08,168,168,0,0,1.0000000,13.0,13.0,13
116,8,2026-05,168,0,168,0,1.0000000,25.0,25.0,25
116,5,2026-07,167,0,167,0,1.0000000,25.0,25.0,25
31,5,2026-05,167,0,167,0,1.0000000,25.0,25.0,25
900,1,2026-03,166,0,166,0,1.0000000,24.0,25.0,25
32,5,2026-07,165,0,165,0,1.0000000,24.0,25.0,25
33,5,2026-04,165,0,165,0,1.0000000,24.0,25.0,25
5,7,2026-03,165,165,0,0,1.0000000,13.0,13.0,13
35,5,2026-05,165,0,165,0,1.0000000,24.0,25.0,25
36,8,2026-05,164,0,164,0,1.0000000,24.0,25.0,25
113,8,2026-05,164,0,164,0,1.0000000,25.0,25.0,25
37,6,2026-06,164,0,164,0,1.0000000,24.0,25.0,25
116,8,2026-06,164,0,164,0,1.0000000,25.0,25.0,25
903,5,2026-06,163,0,163,0,1.0000000,24.0,25.0,25
113,5,2026-07,163,0,163,0,1.0000000,25.0,25.0,25
113,8,2026-04,161,0,161,0,1.0000000,25.0,25.0,25
31,8,2026-04,161,0,161,0,1.0000000,24.0,25.0,25
112,8,2026-07,161,0,161,0,1.0000000,25.0,25.0,25
115,8,2026-04,159,0,159,0,1.0000000,25.0,25.0,25
903,8,2026-04,159,0,159,0,1.0000000,24.0,25.0,25
7,7,2026-03,159,159,0,0,1.0000000,13.0,13.0,13
901,5,2026-07,158,0,158,0,1.0000000,24.0,25.0,25
115,8,2026-05,157,0,157,0,1.0000000,25.0,25.0,25
116,8,2026-07,157,0,157,0,1.0000000,25.0,25.0,25
1,7,2026-08,156,156,0,0,1.0000000,13.0,13.0,13
33,8,2026-05,156,0,156,0,1.0000000,24.0,25.0,25
113,8,2026-06,154,0,154,0,1.0000000,25.0,25.0,25
36,8,2026-04,153,0,153,0,1.0000000,24.0,25.0,25
3,6,2026-08,153,153,0,0,1.0000000,13.0,13.0,13
31,7,2026-08,153,0,153,0,1.0000000,24.0,25.0,25
7,6,2026-08,153,153,0,0,1.0000000,13.0,13.0,13
32,5,2026-04,152,0,152,0,1.0000000,24.0,25.0,25
115,5,2026-05,152,0,152,0,1.0000000,25.0,25.0,25
6,7,2026-03,152,152,0,0,1.0000000,13.0,13.0,13
112,8,2026-04,152,0,152,0,1.0000000,25.0,25.0,25
7,6,2026-03,151,151,0,0,1.0000000,13.0,13.0,13
31,5,2026-06,150,0,150,0,1.0000000,24.0,25.0,25
36,5,2026-05,149,0,149,0,1.0000000,24.0,25.0,25
112,5,2026-04,149,0,149,0,1.0000000,25.0,25.0,25
115,8,2026-06,148,0,148,0,1.0000000,25.0,25.0,25
112,5,2026-05,148,0,148,0,1.0000000,25.0,25.0,25
116,5,2026-04,148,0,148,0,1.0000000,25.0,25.0,25
8,6,2026-03,146,146,0,0,1.0000000,13.0,13.0,13
116,8,2026-04,146,0,146,0,1.0000000,25.0,25.0,25
33,8,2026-04,145,0,145,0,1.0000000,24.0,25.0,25
33,8,2026-06,144,0,144,0,1.0000000,24.0,25.0,25
31,7,2026-03,142,0,142,0,1.0000000,24.0,25.0,25
35,7,2026-08,142,0,142,0,1.0000000,24.0,25.0,25
2,7,2026-03,141,141,0,0,1.0000000,13.0,13.0,13
2,6,2026-03,141,141,0,0,1.0000000,13.0,13.0,13
31,5,2026-07,141,0,141,0,1.0000000,24.0,25.0,25
3,6,2026-03,140,140,0,0,1.0000000,13.0,13.0,13
36,5,2026-04,139,0,139,0,1.0000000,24.0,25.0,25
35,8,2026-05,139,0,139,0,1.0000000,24.0,25.0,25
33,5,2026-06,139,0,139,0,1.0000000,24.0,25.0,25
112,5,2026-07,138,0,138,0,1.0000000,25.0,25.0,25
907,5,2026-05,138,0,138,0,1.0000000,24.0,25.0,25
33,7,2026-08,138,0,138,0,1.0000000,24.0,25.0,25
36,5,2026-06,137,0,137,0,1.0000000,24.0,25.0,25
901,5,2026-04,136,0,136,0,1.0000000,24.0,25.0,25
911,5,2026-07,136,0,136,0,1.0000000,24.0,25.0,25
32,8,2026-05,135,0,135,0,1.0000000,25.0,25.0,25
115,5,2026-07,134,0,134,0,1.0000000,25.0,25.0,25
1,7,2026-03,133,133,0,0,1.0000000,13.0,13.0,13
112,5,2026-06,133,0,133,0,1.0000000,25.0,25.0,25
115,5,2026-04,132,0,132,0,1.0000000,25.0,25.0,25
5,6,2026-03,131,131,0,0,1.0000000,13.0,13.0,13
116,7,2026-08,130,0,130,0,1.0000000,25.0,25.0,25
32,8,2026-04,129,0,129,0,1.0000000,24.0,25.0,25
905,5,2026-04,128,0,128,0,1.0000000,24.0,25.0,25
35,7,2026-03,128,0,128,0,1.0000000,24.0,25.0,25
33,5,2026-05,127,0,127,0,1.0000000,24.0,25.0,25
113,7,2026-08,126,0,126,0,1.0000000,25.0,25.0,25
907,5,2026-07,126,0,126,0,1.0000000,24.0,25.0,25
911,5,2026-06,124,0,124,0,1.0000000,24.0,25.0,25
116,7,2026-03,124,0,124,0,1.0000000,25.0,25.0,25
1,6,2026-03,123,123,0,0,1.0000000,13.0,13.0,13
908,5,2026-06,123,0,123,0,1.0000000,24.0,25.0,25
905,5,2026-07,122,0,122,0,1.0000000,24.0,25.0,25
35,6,2026-03,121,0,121,0,1.0000000,24.0,25.0,25
116,6,2026-08,121,0,121,0,1.0000000,25.0,25.0,25
115,7,2026-08,121,0,121,0,1.0000000,25.0,25.0,25
910,5,2026-07,119,0,119,0,1.0000000,24.0,25.0,25
913,8,2026-05,119,0,119,0,1.0000000,24.0,25.0,25
37,5,2026-07,118,0,118,0,1.0000000,25.0,25.0,25
903,6,2026-08,117,0,117,0,1.0000000,24.0,25.0,25
907,8,2026-06,116,0,116,0,1.0000000,24.0,25.0,25
32,7,2026-08,116,0,116,0,1.0000000,24.0,25.0,25
902,5,2026-06,114,0,114,0,1.0000000,24.0,25.0,25
115,6,2026-08,114,0,114,0,1.0000000,25.0,25.0,25
905,8,2026-06,114,0,114,0,1.0000000,24.0,25.0,25
35,6,2026-08,113,0,113,0,1.0000000,24.0,25.0,25
6,6,2026-03,112,112,0,0,1.0000000,13.0,13.0,13
113,6,2026-08,112,0,112,0,1.0000000,25.0,25.0,25
113,7,2026-03,111,0,111,0,1.0000000,25.0,25.0,25
903,5,2026-04,111,0,111,0,1.0000000,24.0,25.0,25
112,7,2026-08,110,0,110,0,1.0000000,25.0,25.0,25
909,5,2026-04,110,0,110,0,1.0000000,24.0,25.0,25
3,5,2026-08,109,109,0,0,1.0000000,13.0,13.0,13
33,7,2026-03,108,0,108,0,1.0000000,24.0,25.0,25
32,6,2026-03,106,0,106,0,1.0000000,24.0,25.0,25
32,7,2026-03,106,0,106,0,1.0000000,24.0,25.0,25
37,8,2026-07,104,0,104,0,1.0000000,25.0,25.0,25
112,6,2026-08,104,0,104,0,1.0000000,25.0,25.0,25
33,6,2026-03,104,0,104,0,1.0000000,24.0,25.0,25
116,6,2026-03,103,0,103,0,1.0000000,25.0,25.0,25
907,7,2026-08,102,0,102,0,1.0000000,24.0,25.0,25
115,7,2026-03,102,0,102,0,1.0000000,25.0,25.0,25
36,7,2026-03,101,0,101,0,1.0000000,24.0,25.0,25
112,6,2026-03,100,0,100,0,1.0000000,25.0,25.0,25
905,6,2026-08,99,0,99,0,1.0000000,24.0,25.0,25
37,8,2026-04,98,0,98,0,1.0000000,25.0,25.0,25
7,9,2026-06,98,98,0,0,1.0000000,13.0,13.0,13
37,8,2026-05,97,0,97,0,1.0000000,24.0,25.0,25
113,6,2026-03,97,0,97,0,1.0000000,25.0,25.0,25
8,5,2026-08,96,96,0,0,1.0000000,13.0,13.0,13
115,6,2026-03,96,0,96,0,1.0000000,25.0,25.0,25
3,8,2026-08,93,93,0,0,1.0000000,13.0,13.0,13
7,5,2026-08,93,93,0,0,1.0000000,13.0,13.0,13
7,8,2026-08,93,93,0,0,1.0000000,13.0,13.0,13
902,7,2026-03,92,0,92,0,1.0000000,24.0,25.0,25
37,5,2026-04,92,0,92,0,1.0000000,25.0,25.0,25
6,5,2026-03,91,91,0,0,1.0000000,13.0,13.0,13
37,8,2026-06,86,0,86,0,1.0000000,24.0,25.0,25
6,9,2026-07,86,86,0,0,1.0000000,13.0,13.0,13
31,6,2026-03,84,0,84,0,1.0000000,24.0,25.0,25
6,9,2026-05,84,84,0,0,1.0000000,13.0,13.0,13
1,5,2026-03,84,84,0,0,1.0000000,13.0,13.0,13
37,7,2026-08,83,0,83,0,1.0000000,24.0,25.0,25
3,5,2026-03,83,83,0,0,1.0000000,13.0,13.0,13
8,9,2026-05,83,83,0,0,1.0000000,13.0,13.0,13
8,9,2026-04,83,83,0,0,1.0000000,13.0,13.0,13
3,9,2026-05,82,82,0,0,1.0000000,13.0,13.0,13
2,9,2026-06,81,81,0,0,1.0000000,13.0,13.0,13
2,8,2026-08,81,81,0,0,1.0000000,13.0,13.0,13
5,8,2026-08,81,81,0,0,1.0000000,13.0,13.0,13
5,5,2026-08,80,80,0,0,1.0000000,13.0,13.0,13
8,8,2026-03,79,79,0,0,1.0000000,13.0,13.0,13
6,9,2026-04,79,79,0,0,1.0000000,13.0,13.0,13
8,5,2026-03,79,79,0,0,1.0000000,13.0,13.0,13
2,5,2026-08,79,79,0,0,1.0000000,13.0,13.0,13
6,8,2026-08,79,79,0,0,1.0000000,13.0,13.0,13
5,9,2026-07,77,77,0,0,1.0000000,13.0,13.0,13
37,5,2026-06,77,0,77,0,1.0000000,24.0,25.0,25
7,5,2026-03,77,77,0,0,1.0000000,13.0,13.0,13
32,8,2026-08,76,0,76,0,1.0000000,24.0,25.0,25
8,8,2026-08,75,75,0,0,1.0000000,13.0,13.0,13
5,5,2026-03,75,75,0,0,1.0000000,13.0,13.0,13
37,5,2026-05,75,0,75,0,1.0000000,24.0,25.0,25
2,9,2026-07,74,74,0,0,1.0000000,13.0,13.0,13
5,9,2026-04,74,74,0,0,1.0000000,13.0,13.0,13
8,9,2026-07,74,74,0,0,1.0000000,13.0,13.0,13
1,9,2026-04,73,73,0,0,1.0000000,13.0,13.0,13
906,7,2026-03,73,0,73,0,1.0000000,23.0,25.0,25
7,8,2026-03,73,73,0,0,1.0000000,13.0,13.0,13
2,8,2026-03,72,72,0,0,1.0000000,13.0,13.0,13
37,7,2026-03,72,0,72,0,1.0000000,25.0,25.0,25
32,9,2026-07,72,0,72,0,1.0000000,24.0,25.0,25
1,8,2026-03,71,71,0,0,1.0000000,13.0,13.0,13
5,9,2026-06,70,70,0,0,1.0000000,13.0,13.0,13
6,8,2026-03,70,70,0,0,1.0000000,13.0,13.0,13
903,7,2026-03,70,0,70,0,1.0000000,24.0,25.0,25
2,9,2026-05,69,69,0,0,1.0000000,13.0,13.0,13
3,9,2026-06,69,69,0,0,1.0000000,13.0,13.0,13
5,9,2026-05,69,69,0,0,1.0000000,13.0,13.0,13
116,9,2026-06,69,0,69,0,1.0000000,25.0,25.0,25
115,9,2026-04,67,0,67,0,1.0000000,25.0,25.0,25
113,9,2026-05,66,0,66,0,1.0000000,25.0,25.0,25
5,8,2026-03,66,66,0,0,1.0000000,13.0,13.0,13
36,5,2026-08,65,0,65,0,1.0000000,24.0,25.0,25
31,8,2026-03,65,0,65,0,1.0000000,24.0,25.0,25
35,5,2026-03,65,0,65,0,1.0000000,24.0,25.0,25
908,7,2026-03,64,0,64,0,1.0000000,24.0,25.0,25
116,5,2026-08,64,0,64,0,1.0000000,25.0,25.0,25
2,5,2026-03,64,64,0,0,1.0000000,13.0,13.0,13
116,9,2026-07,64,0,64,0,1.0000000,25.0,25.0,25
7,9,2026-04,64,64,0,0,1.0000000,12.5,13.0,13
7,9,2026-05,64,64,0,0,1.0000000,13.0,13.0,13
112,9,2026-07,63,0,63,0,1.0000000,25.0,25.0,25
37,6,2026-03,63,0,63,0,1.0000000,25.0,25.0,25
31,9,2026-05,62,0,62,0,1.0000000,24.0,25.0,25
113,9,2026-04,62,0,62,0,1.0000000,25.0,25.0,25
6,9,2026-06,62,62,0,0,1.0000000,13.0,13.0,13
1,9,2026-06,61,61,0,0,1.0000000,13.0,13.0,13
36,9,2026-05,61,0,61,0,1.0000000,24.0,25.0,25
31,8,2026-08,61,0,61,0,1.0000000,24.0,25.0,25
3,9,2026-04,60,60,0,0,1.0000000,13.0,13.0,13
32,9,2026-05,60,0,60,0,1.0000000,24.0,25.0,25
37,6,2026-08,59,0,59,0,1.0000000,24.0,25.0,25
32,9,2026-06,59,0,59,0,1.0000000,24.0,25.0,25
116,9,2026-05,59,0,59,0,1.0000000,25.0,25.0,25
35,9,2026-06,58,0,58,0,1.0000000,24.0,25.0,25
3,8,2026-03,58,58,0,0,1.0000000,13.0,13.0,13
115,5,2026-08,58,0,58,0,1.0000000,25.0,25.0,25
113,8,2026-08,57,0,57,0,1.0000000,25.0,25.0,25
116,8,2026-08,57,0,57,0,1.0000000,25.0,25.0,25
113,9,2026-06,56,0,56,0,1.0000000,25.0,25.0,25
31,9,2026-04,56,0,56,0,1.0000000,24.0,25.0,25
33,9,2026-06,56,0,56,0,1.0000000,24.0,25.0,25
3,9,2026-07,56,56,0,0,1.0000000,13.0,13.0,13
112,9,2026-05,56,0,56,0,1.0000000,25.0,25.0,25
36,9,2026-04,56,0,56,0,1.0000000,24.0,25.0,25
35,8,2026-08,56,0,56,0,1.0000000,24.0,25.0,25
113,9,2026-07,55,0,55,0,1.0000000,25.0,25.0,25
115,9,2026-05,55,0,55,0,1.0000000,25.0,25.0,25
112,8,2026-03,55,0,55,0,1.0000000,25.0,25.0,25
116,8,2026-03,55,0,55,0,1.0000000,25.0,25.0,25
116,9,2026-04,55,0,55,0,1.0000000,25.0,25.0,25
33,8,2026-08,55,0,55,0,1.0000000,24.0,25.0,25
116,5,2026-03,54,0,54,0,1.0000000,25.0,25.0,25
115,9,2026-07,54,0,54,0,1.0000000,25.0,25.0,25
902,8,2026-08,54,0,54,0,1.0000000,24.0,25.0,25
33,9,2026-05,53,0,53,0,1.0000000,24.0,25.0,25
35,8,2026-03,53,0,53,0,1.0000000,24.0,25.0,25
112,5,2026-08,53,0,53,0,1.0000000,25.0,25.0,25
36,9,2026-07,53,0,53,0,1.0000000,24.0,25.0,25
35,9,2026-04,52,0,52,0,1.0000000,24.0,25.0,25
112,9,2026-04,52,0,52,0,1.0000000,25.0,25.0,25
115,9,2026-06,52,0,52,0,1.0000000,25.0,25.0,25
901,8,2026-08,51,0,51,0,1.0000000,24.0,25.0,25
31,5,2026-08,51,0,51,0,1.0000000,24.0,25.0,25
112,8,2026-08,50,0,50,0,1.0000000,25.0,25.0,25
113,5,2026-08,50,0,50,0,1.0000000,25.0,25.0,25
906,9,2026-04,49,0,49,0,1.0000000,24.0,25.0,25
913,6,2026-03,49,0,49,0,1.0000000,24.0,25.0,25
901,5,2026-08,49,0,49,0,1.0000000,24.0,25.0,25
33,8,2026-03,49,0,49,0,1.0000000,24.0,25.0,25
32,5,2026-08,48,0,48,0,1.0000000,24.0,25.0,25
906,8,2026-03,48,0,48,0,1.0000000,24.0,25.0,25
115,8,2026-08,47,0,47,0,1.0000000,25.0,25.0,25
905,5,2026-08,47,0,47,0,1.0000000,24.0,25.0,25
912,9,2026-07,47,0,47,0,1.0000000,24.0,25.0,25
113,8,2026-03,47,0,47,0,1.0000000,25.0,25.0,25
37,5,2026-03,46,0,46,0,1.0000000,25.0,25.0,25
31,9,2026-07,45,0,45,0,1.0000000,24.0,25.0,25
115,8,2026-03,45,0,45,0,1.0000000,25.0,25.0,25
909,8,2026-08,45,0,45,0,1.0000000,24.0,25.0,25
906,5,2026-03,44,0,44,0,1.0000000,24.0,25.0,25
33,5,2026-03,44,0,44,0,1.0000000,25.0,25.0,25
912,9,2026-04,43,0,43,0,1.0000000,23.0,25.0,25
32,5,2026-03,43,0,43,0,1.0000000,24.0,25.0,25
112,9,2026-06,43,0,43,0,1.0000000,25.0,25.0,25
112,5,2026-03,43,0,43,0,1.0000000,25.0,25.0,25
113,5,2026-03,43,0,43,0,1.0000000,25.0,25.0,25
32,8,2026-03,42,0,42,0,1.0000000,24.0,25.0,25
33,9,2026-07,42,0,42,0,1.0000000,24.0,25.0,25
37,9,2026-05,42,0,42,0,1.0000000,25.0,25.0,25
903,5,2026-08,42,0,42,0,1.0000000,24.0,25.0,25
911,5,2026-08,41,0,41,0,1.0000000,24.0,25.0,25
902,9,2026-06,40,0,40,0,1.0000000,24.0,25.0,25
905,5,2026-03,38,0,38,0,1.0000000,24.0,25.0,25
909,5,2026-08,38,0,38,0,1.0000000,24.0,25.0,25
37,8,2026-08,37,0,37,0,1.0000000,25.0,25.0,25
37,5,2026-08,37,0,37,0,1.0000000,25.0,25.0,25
903,9,2026-04,36,0,36,0,1.0000000,24.0,25.0,25
36,5,2026-03,36,0,36,0,1.0000000,24.0,25.0,25
37,9,2026-04,36,0,36,0,1.0000000,24.5,25.0,25
115,5,2026-03,36,0,36,0,1.0000000,25.0,25.0,25
909,5,2026-03,36,0,36,0,1.0000000,24.0,25.0,25
908,5,2026-03,35,0,35,0,1.0000000,24.0,25.0,25
7,9,2026-03,35,35,0,0,1.0000000,13.0,13.0,13
8,9,2026-08,35,35,0,0,1.0000000,12.0,13.0,13
37,9,2026-07,34,0,34,0,1.0000000,24.0,25.0,25
5,9,2026-03,33,33,0,0,1.0000000,13.0,13.0,13
905,8,2026-03,33,0,33,0,1.0000000,24.0,25.0,25
7,9,2026-08,33,33,0,0,1.0000000,12.0,13.0,13
903,5,2026-03,33,0,33,0,1.0000000,24.0,25.0,25
911,5,2026-03,30,0,30,0,1.0000000,24.0,25.0,25
37,9,2026-06,30,0,30,0,1.0000000,24.0,25.0,25
2,9,2026-08,29,29,0,0,1.0000000,12.0,13.0,13
