subnet_24,n_ip,n_member,n_lv3_chain,n_orders,stake,game_pnl,valid_bet
117.1.101.0/24,5,9,3,703,2145.4668299708,-518.4227215120,2126.7992308609
171.233.253.0/24,9,9,4,1012,123564.5659564588,5808.4878952818,121423.9281376808
101.51.62.0/24,9,9,4,333,3875.3358791727,-232.9628190974,3515.9504124460
161.49.209.0/24,4,9,3,239,7614.8912159537,-575.4662096004,7072.9547916783
14.226.16.0/24,6,9,2,1610,40663.9643968036,-216.2256969777,37705.2799712530
123.27.169.0/24,5,9,5,494,17310.2736528640,707.4355845932,15151.8007599799
113.172.209.0/24,7,9,3,407,11424.3625210878,-677.5299340789,10227.6969186775
171.248.182.0/24,4,9,5,70,11524.8189618843,495.1642872876,10440.4722807598
21.107.86.0/24,4,9,3,75,891.8147789450,23.3096877208,832.9188807171
1.54.185.0/24,8,9,4,550,13064.6882044374,43.8613097237,11352.8492743135
125.26.112.0/24,14,9,5,1026,23825.0249232781,1630.5400016570,21476.2170949957
116.109.3.0/24,7,9,5,399,181916.2262084427,-2729.2050597972,157390.4907269562
171.240.203.0/24,8,9,4,151,4307.3345743103,614.3047044481,3788.4201433002
27.73.165.0/24,5,9,3,286,31777.5248446142,-1400.6856018025,28994.6415245791
101.12.151.0/24,11,9,5,489,118084.1770932619,7360.9053073946,108064.8132395324
14.162.245.0/24,7,9,4,109,10148.1155290508,-3013.0134402682,9930.0278695104
183.92.243.0/24,17,9,4,161,13819.0000000000,828.0000000000,12422.0000000000
21.172.96.0/24,4,9,3,73,1390.9562474940,74.7623597179,1225.6587510732
14.172.228.0/24,7,9,6,190,7801.5280170879,-27.0193237428,7227.0675291939
14.233.151.0/24,4,9,4,100,17501.3684010227,3490.2527488665,16850.5351617259
123.23.29.0/24,8,9,5,135,25874.4359791586,82.3859662854,23657.7846291928
116.108.37.0/24,8,9,3,46,3944.9183546283,-1044.4151292770,3555.2356607420
14.187.203.0/24,5,9,4,129,27089.0899249544,-6797.9297576125,26498.9017539995
21.228.118.0/24,5,9,2,718,54438.3981012849,2053.5872662411,50478.6352253726
116.106.54.0/24,8,9,5,53,4179.8638758981,894.4141866503,3635.3911239813
108.14.94.0/24,2,9,1,3105,10135764.1032398852,-128010.0408512477,9113445.3955435313
123.31.251.0/24,8,9,4,89,4591.7708393791,364.4379545520,4047.9330879906
113.174.125.0/24,6,9,5,2546,37862.1093976392,128.1587514436,34410.9765230173
49.42.229.0/24,25,9,1,321,21801.2055275901,-543.0919840885,19461.2687963465
123.22.132.0/24,4,9,4,191,2793.8682609656,-361.6997009923,2543.3734584664
171.226.80.0/24,5,9,5,535,8940.3788498764,-833.1039707089,8176.9791534442
14.229.33.0/24,7,9,3,151,1919.5491218336,-322.7660181196,1796.3719225886
39.12.80.0/24,11,9,6,665,173899.8032538458,-19917.2773820834,147477.5728459616
175.2.33.0/24,8,9,4,94,14503.0000000000,-140.9500000000,13273.0000000000
14.187.207.0/24,8,9,5,156,8601.3279055020,-1646.9566836498,7882.5401736381
14.190.245.0/24,5,9,3,81,3932.6759196823,-534.1096295920,3693.9667651528
171.227.80.0/24,6,9,4,283,7266.9268347045,-467.0080654708,6691.0548231335
125.27.1.0/24,9,9,5,320,18112.7953146621,-1329.9819037132,16584.3143942499
171.231.166.0/24,5,9,2,1240,14356.2914869927,-15.6697939783,13183.6896946532
14.247.97.0/24,6,9,3,64,8902.8212141903,27.7155641378,8334.0475225228
220.200.110.0/24,13,9,6,310,14141.0000000000,-23.0500000000,13611.0000000000
125.26.95.0/24,7,9,6,80,1673.9834122006,-112.5111367799,1595.6594698397
116.58.255.0/24,9,9,8,222,24777.9985042176,860.2474790879,22702.4616015917
14.232.166.0/24,8,9,7,45672,121165.4543417187,-3480.7926323699,109511.4115408153
14.254.213.0/24,7,9,4,530,26039.6206826561,-1600.9053208962,24487.4691319049
113.23.72.0/24,6,9,5,140,7910.8344147581,-557.2586077290,6937.1715591210
171.246.66.0/24,11,9,6,524,19793.6555756079,1879.3422458990,17971.3362802868
125.24.34.0/24,9,9,7,461,3460.0912447339,-461.0006925990,3074.7788327034
115.72.13.0/24,6,9,7,1299,20037.3273497224,-2264.2355968621,18443.0361597464
118.69.37.0/24,7,9,8,43,1306.6023300634,77.8158637578,1262.6618832836
171.250.133.0/24,7,9,5,518,6505.7419080418,57.9696105675,5843.2777271591
114.140.155.0/24,6,9,6,1835,360464.4812995556,8846.7930073910,339190.9532989743
21.215.109.0/24,6,9,4,212,18774.3636254733,-1696.7258374247,17499.6706576804
14.240.0.0/24,8,9,7,155,17908.6976144279,-2612.1972903981,16373.0355827616
157.48.245.0/24,22,9,3,321,5539.6445564706,-157.6008319399,3379.0032154457
171.235.173.0/24,7,9,4,1436,15134.1038474929,-2.9268781988,13781.9557722206
101.108.76.0/24,10,9,7,751,21677.9502633629,-64.1331012820,19701.4289335148
21.224.206.0/24,3,9,3,137,5131.6832235921,-155.5670574255,5015.9633171967
42.113.114.0/24,3,9,7,737,9355.1065375654,-1114.4162332578,8641.0500834406
14.226.166.0/24,5,9,3,42,374.2524002164,53.8904385155,353.6799724127
171.100.155.0/24,8,9,6,2285,46737.3601811276,1003.6162096246,24070.2637496663
21.199.241.0/24,2,9,4,85,12109.9513202039,1616.7707689665,11128.5832264122
27.59.127.0/24,7,9,1,101,700.0845609081,-98.0489519558,679.8745442109
113.189.116.0/24,8,9,6,383,28584.0982229105,-433.9335585564,26038.6693984035
21.237.117.0/24,9,9,3,65,3974.8449148387,-941.7005815439,3925.5480438927
183.137.176.0/24,10,9,6,252,63884.0000000000,4963.7000000000,56954.0000000000
101.108.151.0/24,10,9,6,214,14291.2443078869,483.0735997547,12938.3016924137
49.14.157.0/24,16,9,2,302,4029.8375112326,-670.0943652579,3891.7117658176
171.233.221.0/24,8,9,4,795,5737.9581581065,137.3586424328,5055.2843289597
182.5.133.0/24,11,9,5,354,21263.9019988737,-3448.7443674103,19769.2491687681
118.69.70.0/24,4,9,4,206,1640.9233667958,139.9716969090,1446.5678611546
14.244.216.0/24,7,9,4,972,5439.0349347419,-223.5041916840,5065.3608454820
140.213.10.0/24,9,9,6,92,5508.9200964450,-2630.5400351687,5487.4699787214
1.2.148.0/24,8,9,5,392,3440.1612299366,-636.2335464774,3119.5003259560
1.4.250.0/24,10,9,7,162,2534.6229276216,242.1950874000,2240.4519450797
116.105.24.0/24,4,9,4,214,9165.2427735341,-179.6084837446,8532.6542168503
171.235.44.0/24,8,9,5,351,12037.0309043085,-885.2353381994,11093.8239803256
171.248.55.0/24,9,9,3,258,18407.4339516358,466.3162887006,17114.3712013546
157.49.113.0/24,12,9,4,178,2102.6706140968,-6.5988324512,2073.3421779677
36.21.193.0/24,11,9,7,110,270357.0000000000,-61934.0000000000,262707.0000000000
27.60.139.0/24,9,9,3,119,6481.4243735195,1190.5601415146,5577.8767438778
171.246.116.0/24,8,9,4,145,2652.6450627738,-171.2707549055,2270.2207080139
182.1.197.0/24,12,9,7,180,6770.5200709064,870.4669700686,6086.5004152867
118.172.179.0/24,7,9,6,27,1055.9690124241,54.3013238440,974.9190235904
116.109.235.0/24,7,9,4,43,1343.4953965745,-657.1710945344,1299.2725533298
101.108.14.0/24,7,9,5,78,2040.7261896619,333.8103268968,2030.3447646527
116.108.40.0/24,9,9,4,302,10984.3146204357,311.3355154206,9492.6222934596
171.248.80.0/24,8,9,3,133,16820.6822664778,1445.2336306463,15943.5040859341
123.20.92.0/24,8,9,6,4011,277685.2759085601,-5760.2033489760,259922.1727175656
14.164.17.0/24,9,9,1,306,8682.9692127648,176.0438936472,8214.6681527236
14.185.167.0/24,8,9,4,82,1264.9200669172,31.8397776762,1163.7086413477
182.52.221.0/24,8,9,6,395,6225.4743166507,1592.6308054663,5867.8479884289
182.53.10.0/24,8,9,7,153,2046.5948499382,-163.3027186409,1919.7594283382
123.25.103.0/24,6,9,4,100,1837.2655983333,-188.5777854098,1623.2943977536
123.18.56.0/24,7,9,4,864,6346.5086755087,-194.5060415571,5739.2767751084
116.109.85.0/24,8,9,4,850,20907.4979156318,-753.5474406635,17999.9058363926
115.79.62.0/24,3,9,5,129,1421.5293724056,-490.7908246547,1370.0243365493
14.169.205.0/24,9,9,4,88,4704.4853710237,1168.0065847440,4272.5821173525
14.242.7.0/24,9,9,4,1533,42879.2903505619,-357.9180857280,39143.0041575643
27.52.157.0/24,8,9,5,1419,249996.9905778269,3231.9201528521,226552.0587388353
27.73.172.0/24,8,9,3,94,2394.3203886847,250.9610559547,2315.6983759272
14.184.115.0/24,6,9,5,1301,26835.6995351112,-915.3140685455,23786.3787951278
113.163.218.0/24,9,9,5,238,26709.4908199246,1544.9343177919,25095.6045935721
171.232.232.0/24,8,9,5,145,10270.1049872305,772.9188197551,9741.6859135601
171.228.202.0/24,7,9,5,1903,17020.6724696726,-325.2251253851,15395.4654202878
27.70.169.0/24,5,9,4,1101,8563.4528574316,290.5956149116,7636.0171302741
101.109.155.0/24,8,9,6,574,341926.7738603862,-10973.1029707240,305826.4476642173
113.180.219.0/24,7,9,3,233,6213.7341326946,487.0709405486,5746.0621698815
125.27.175.0/24,9,9,8,164,18922.6245639551,-1985.4864175918,18137.1053590404
14.170.59.0/24,8,9,5,936,18280.0402924766,-2579.0464976378,15040.2438387256
14.169.224.0/24,3,9,3,26,454.6662839366,-303.0684941199,440.5312683619
47.31.126.0/24,15,9,4,356,6644.2089477725,535.9738709946,6363.3181863768
116.101.216.0/24,8,9,7,92,4993.5101576316,-2544.9210673774,4389.1424199709
123.18.134.0/24,6,9,4,339,16842.3567672889,-1870.3049186807,14913.6062534205
171.247.14.0/24,7,9,4,332,13186.5952385542,-2448.2427964485,12412.8334276632
27.69.68.0/24,3,9,3,38,2738.7565840512,323.2680087009,2710.4694958212
21.138.157.0/24,6,9,3,176,7326.7039700443,-1520.7994551443,6686.4533433991
27.130.23.0/24,7,9,8,292,12014.6258192941,-2296.2710159331,9939.5738253013
113.170.40.0/24,9,9,4,363,3284.3455839220,-246.0581172793,3077.0450275907
113.168.168.0/24,7,9,2,282,12373.4433389749,1452.6116183467,11437.7236922736
125.24.157.0/24,8,9,7,258,10193.7869883512,993.2349282551,8607.1919519274
171.247.169.0/24,9,9,6,468,7213.6107427554,-1935.7754830036,6858.0261568992
27.64.119.0/24,10,9,6,341,37663.4374591559,4461.1379961349,31604.4965811113
115.74.6.0/24,8,9,7,266,6558.4684564045,-765.3776796825,5693.5284722206
42.80.64.0/24,8,9,3,273,44074.0000000000,521.7000000000,40224.0000000000
113.187.166.0/24,8,9,4,218,10638.6410546013,1496.7190392724,9706.4913209685
115.74.152.0/24,7,9,5,308,9302.6243451673,-259.2918321337,8514.2929577948
21.98.208.0/24,1,9,1,9,271.2167891094,-42.6573978988,271.2167891094
14.170.8.0/24,7,9,3,403,52298.7641223461,-1368.9974775983,46674.6244257869
14.162.14.0/24,7,9,4,144,9179.9908637428,-924.4763922112,8534.8956504875
171.246.186.0/24,8,9,5,130,4207.2416549699,-1444.8966033115,3915.4345657103
171.6.86.0/24,9,9,7,515,7486.2381463290,-506.0563756630,6874.9902723855
171.7.15.0/24,9,9,5,181,3057.4740728359,-928.8809795384,2979.4917675625
115.75.216.0/24,2,9,2,55,3221.4968632634,250.8139363129,2807.1329790261
21.104.96.0/24,5,9,3,101,7037.8914691577,-1337.8623614297,6806.4014500181
21.51.215.0/24,2,9,2,317,8445.1724251774,-1200.2617816262,7481.3541825772
113.173.244.0/24,10,9,6,378,75030.1342795390,35681.4272580975,63698.1649760878
101.109.98.0/24,9,9,7,308,4409.6690916740,-119.6818129075,4094.4884303887
219.151.141.0/24,6,9,4,28,11330.0000000000,-5781.9000000000,11175.0000000000
171.237.194.0/24,11,9,6,436,53835.1639063429,-500.9382159022,48715.1095404182
1.2.215.0/24,9,9,7,1409,47714.0360238624,-2967.4702285247,43125.1169188713
21.214.143.0/24,5,9,3,48,5093.5491354103,-721.3270056546,3755.9004964840
222.254.249.0/24,8,9,2,157,19556.1261920571,-4157.5046452604,19412.0680757479
36.28.5.0/24,9,9,5,28,2818.0000000000,-406.1500000000,2746.0000000000
101.109.196.0/24,8,9,7,538,7109.7542157275,271.2151695838,6576.3656645585
113.187.209.0/24,7,9,6,1785,72541.4407939011,2879.0108416774,60074.8652438793
113.169.228.0/24,9,9,5,284,15215.7325993826,-1034.8762315060,13607.3124644507
117.1.94.0/24,9,9,5,170,125842.1508461352,-18434.2940875642,110937.5659027145
21.165.15.0/24,7,9,6,99,1131.7919717629,-83.8793879017,1017.9313037254
125.24.50.0/24,6,9,6,77,1286.3798464394,-164.6796325106,1241.9944559921
21.219.114.0/24,3,9,4,448,7588.9452053525,179.0681765456,6731.7891420023
118.173.154.0/24,8,9,6,149,4812.1510840905,-166.5260772520,4338.1934209778
134.236.182.0/24,8,9,5,542,7746.3697237054,-1331.8899260852,7260.1414231950
15.235.182.0/24,4,9,5,243,21106.4372805412,-1956.6793765248,18227.8957649929
110.28.66.0/24,5,9,4,6406,435421.7826998190,-13573.9362680163,393700.0538528376
106.64.0.0/24,8,9,6,274,15373.2609777407,-1980.0988964840,14442.1848660245
116.109.231.0/24,7,9,4,97,13978.5574343399,-2869.0926497917,12997.4448282668
21.224.95.0/24,9,9,6,73,4140.8112748620,-796.4111621757,3824.2271467733
49.218.149.0/24,9,9,5,215,22563.5886202410,-936.9339501086,21025.6203051202
123.25.83.0/24,7,9,5,552,29194.6916686339,966.3699759155,24232.3050926413
115.74.55.0/24,6,9,3,428,19583.7166400661,4.6321873245,17487.8294121215
42.115.226.0/24,9,9,5,276,46304.7442163029,-2498.7773545080,41599.7123313476
171.218.181.0/24,8,9,2,98,15896.0000000000,1163.8500000000,14280.0000000000
58.186.194.0/24,6,9,3,613,55257.7680107672,560.8778859569,50423.7712814678
116.103.49.0/24,8,9,4,227,17443.7919240497,-714.8651132624,16607.6585782432
110.164.158.0/24,2,9,4,2559,206717.2541221878,-752.9992481043,188297.8268108829
123.253.49.0/24,8,9,4,234,3474.2112595905,-692.6115333145,3191.6612382010
14.167.196.0/24,6,9,6,491,18672.7625202342,1614.6503907800,17476.9541317492
27.64.195.0/24,6,9,3,126,7972.7237775336,1294.3459765353,7551.8939941448
222.253.186.0/24,7,9,3,222,21668.2812138076,-2950.4140905325,17912.4661174915
123.21.228.0/24,5,9,4,314,155065.9329238673,408.1024548281,134066.4374614067
14.186.173.0/24,5,9,4,301,9269.7444736175,297.2036056055,8612.6557469524
14.166.251.0/24,6,9,6,59,1564.2078389135,-534.4625327808,1498.5880019693
171.242.150.0/24,4,9,4,118,2334.9338828492,-242.8564913509,2095.2240991655
116.98.66.0/24,9,9,5,78,5690.4327670363,-3627.2058769565,5508.0035344288
14.181.92.0/24,7,9,5,1480,11908.2139132632,-745.2753728865,10534.2840894925
14.173.216.0/24,8,9,4,196,11000.2756189025,132.1643711028,10689.0051313371
115.73.172.0/24,7,9,4,995,48539.9319060288,-2316.6241089453,42986.7079020125
171.233.56.0/24,9,9,5,299,15638.0439951014,-2587.3724258066,12584.1913774560
157.50.99.0/24,31,9,4,426,27922.0501616192,-21.7952646128,24854.7396484545
180.242.70.0/24,19,9,7,637,4296.2452110959,226.7243114630,3967.4935846308
39.14.1.0/24,10,9,5,168,14603.2817806249,-2655.6486352800,13332.3953833114
113.172.170.0/24,8,9,6,159,2845.3596454993,-195.9897263482,2526.3695591985
113.23.37.0/24,5,9,3,416,3153.7060093361,-325.6836901862,2864.7033412925
21.134.178.0/24,5,9,5,241,18771.9524156876,3528.4984416995,16606.2615540333
101.109.16.0/24,8,9,5,147,2520.9643659487,-956.1520781754,2378.8127559639
14.242.43.0/24,3,9,5,268,19317.9379035829,-1197.3057066730,17897.6305978735
27.97.104.0/24,9,9,1,41,156.6593112419,-15.3976738916,139.0612024222
1.4.175.0/24,9,9,5,698,20345.0875386641,127.9485464572,17934.4010802112
39.15.41.0/24,10,9,7,160,12387.3924814318,-323.7067267080,10824.7503655443
182.5.138.0/24,18,9,4,414,17845.4786807368,2156.2096568487,16190.5979939185
219.159.134.0/24,3,9,4,64,3139.0202976996,-923.6297023004,3079.0202976996
39.12.83.0/24,11,9,7,1200,89092.1326312806,-1036.8526165289,83543.5945062234
118.68.241.0/24,5,9,3,107,11725.7999368816,2605.4634804821,10986.3787714672
14.224.233.0/24,5,9,5,527,22431.8674545993,-92.2721415840,21216.7470178408
14.164.131.0/24,7,9,3,378,13897.1153888768,165.1859470319,12060.0000021973
14.189.248.0/24,6,9,3,124,1538.2111410816,213.6698721518,1496.0363229327
171.243.240.0/24,6,9,5,124,3600.6624927193,-355.2959528438,3275.8870774030
116.103.136.0/24,6,9,5,129,3898.0080595359,-532.1865785632,3430.5812505937
203.96.241.0/24,23,9,4,624,32209.7046310631,2616.4139537093,29393.1104204013
171.246.79.0/24,9,9,5,571,19598.8452004370,-235.0693089792,18254.3790492551
14.227.123.0/24,8,9,5,71,1162.7338695792,-118.7245063467,1072.5334020928
122.192.210.0/24,16,9,5,61,15173.0000000000,-690.6500000000,12893.0000000000
184.82.168.0/24,11,9,4,415,4883.8718518742,-110.7328097224,4573.1687004962
223.73.58.0/24,14,9,6,355,76031.0000000000,9093.9500000000,68279.0000000000
27.68.100.0/24,8,9,5,277,60999.9699891763,-11748.0920120828,53106.3125158912
122.183.45.0/24,12,9,2,810,11201.4484221208,-0.1192362331,10203.6485336247
172.216.251.0/24,6,9,7,653,11866.4627862233,-3170.3968577841,10916.1652710328
21.44.191.0/24,4,9,3,25,538.5709075634,-270.1730223708,481.9967311035
125.25.74.0/24,8,9,4,222,34757.2574633311,-7752.5629216482,31341.7023012813
36.21.143.0/24,9,9,6,104,11932.0000000000,87.5000000000,9968.0000000000
21.231.28.0/24,7,9,3,1126,36697.2325332920,-2548.1818605721,34098.4919695641
14.226.98.0/24,7,9,6,154,11318.7820034066,-573.4653502323,10804.2285738159
171.231.37.0/24,9,9,4,628,18079.5717450309,-15.7923304626,16559.6111376596
42.112.89.0/24,8,9,4,218,12080.8837074942,-771.7162129255,11418.7101083583
21.226.77.0/24,5,9,2,339,18187.7683015240,373.6978106123,17327.0209045583
156.225.170.0/24,1,9,1,1148,497385.4346442887,-33456.9863875581,438857.4178145722
115.73.153.0/24,7,9,5,247,3906.7217098952,-319.7829233056,3620.6147368714
1.0.150.0/24,8,9,5,501,5262.3715933856,-540.9696979918,4861.1768122910
14.176.48.0/24,4,9,3,35,1053.5543270537,152.4078235426,976.5643042945
136.228.128.0/24,8,9,4,116,18942.0052963408,994.0331360625,15727.5736632175
103.10.68.0/24,5,9,3,1048,100109.1357541992,-5644.8788076999,81363.8512729588
27.53.81.0/24,10,9,6,374,61634.8699547259,-7524.4486885764,54276.4307919684
123.30.223.0/24,9,9,5,54,5339.8372244641,-1609.3978440329,5002.5454073655
21.203.195.0/24,5,9,3,92,8995.8040745308,377.2446640650,8501.2336565617
125.25.136.0/24,9,9,6,1436,24234.5772565453,5048.9724476053,21463.3525267442
14.250.213.0/24,4,9,4,1601,4669.9704219542,-226.4283120055,4214.3635515201
14.161.9.0/24,7,9,6,147,13713.1323714081,-1328.6626047963,13042.7156605557
106.202.67.0/24,7,9,1,124,626.7547641286,24.6154046721,581.5151321086
14.237.57.0/24,9,9,5,532,4379.5819933261,-95.9517789390,4011.1899213393
140.213.140.0/24,11,9,5,342,22188.8195240009,317.6497820678,19736.2286240586
171.235.142.0/24,6,9,4,524,25160.3483138584,929.9879731014,23496.0909979718
14.150.130.0/24,9,9,5,52,18765.0000000000,-15133.3000000000,17885.0000000000
116.99.36.0/24,8,9,7,63,2189.7537616735,80.1959989477,1925.9134454579
171.6.122.0/24,11,9,7,382,17406.7224493029,-3404.3424579170,14677.2350339809
47.11.108.0/24,8,9,2,128,1073.0749468022,78.6822925741,945.3415238634
203.210.183.0/24,7,9,4,58,1688.4449220600,-399.6558222096,1639.8714220257
118.172.136.0/24,8,9,7,390,4665.3669278406,-1042.6334809652,4135.7418528402
14.233.226.0/24,6,9,4,246,1737.7850133782,-51.7447356834,1297.1266848295
21.215.93.0/24,4,9,4,595,36587.8034716198,-314.8686227159,31500.1169142122
14.164.232.0/24,9,9,5,408,5450.8147490921,144.3710038158,5029.9074962777
101.108.79.0/24,9,9,6,833,13776.4230382204,218.2996419580,12518.9982311896
113.53.31.0/24,8,9,7,927,12159.6683973194,-2062.8050309686,11408.5810522240
14.185.187.0/24,6,9,3,73,1635.0095967033,736.4539241544,1557.6888890453
14.242.197.0/24,8,9,5,115,4133.9411995997,474.9248045125,3655.6419903113
15.168.119.0/24,1,9,3,48,1788.3131166439,358.5963836569,1500.9298683220
113.184.36.0/24,7,9,5,144,8562.0896604025,502.1417586094,8300.3301127228
101.8.52.0/24,9,9,5,5352,1042204.3853360023,-6962.9615037086,927803.2137255484
113.173.6.0/24,7,9,5,908,13132.6528250593,-1681.0606197670,12096.0800882207
49.229.33.0/24,1,9,6,122,2875.7152694844,488.3224300323,2597.9128817001
123.20.235.0/24,9,9,2,6422,535715.4025324826,-9728.6372424907,490288.5598571559
118.231.198.0/24,10,9,6,113,8690.0471075318,-1293.1188090819,7933.8502219746
14.174.52.0/24,3,9,3,249,4498.7499522398,-573.8947599230,4030.1117166483
120.230.55.0/24,12,9,4,282,6200.0000000000,500.7500000000,5455.0000000000
27.78.207.0/24,8,9,2,325,5731.3225096636,-151.6969270698,5291.1627037595
222.253.79.0/24,7,9,6,1336,379911.6133317947,-11129.7801424730,340988.6073146362
111.42.120.0/24,33,9,2,2593,976946.0000000000,-23670.4500000000,890696.5000000000
223.160.137.0/24,14,9,3,419,37449.4542519642,-248.0067678415,36084.8237293331
113.174.54.0/24,8,9,5,405,43262.6132924996,-4272.1686573763,39042.1302159886
171.248.52.0/24,7,9,3,100,12919.6442008062,-2777.6257620569,10893.7327547606
115.72.108.0/24,8,9,5,308,5264.9144128422,-379.9833222316,4778.9709329604
14.236.18.0/24,6,9,2,192,17196.7554113917,-1815.1650171917,15931.4787722280
113.191.195.0/24,8,9,4,81,4401.8200171546,-130.5482186064,4218.2775238069
182.53.71.0/24,7,9,7,308,5451.7633830175,585.8362328995,4998.3698115439
116.101.218.0/24,8,9,4,53,627.1746722840,-169.8363758933,552.5587241488
21.165.6.0/24,8,9,5,330,12610.5158475826,-1699.7652337772,11990.1160652380
113.161.77.0/24,7,9,6,145,42371.9110144146,-15517.5962802553,42178.4428776829
27.75.31.0/24,8,9,3,274,25681.3067318502,-4103.9222060145,23036.3287980142
116.109.63.0/24,8,9,5,1518,18241.4864192528,-554.6305313080,16496.6888310724
113.168.179.0/24,7,9,4,123,6485.2422878975,-138.1664665466,6199.5117295903
115.76.38.0/24,6,9,3,215,24854.7570069965,-2091.2771190993,20868.2985708809
